timestamp,average_fare,rides_completed,driver_availability,surge_multiplier,vehicle_type,weather,traffic_index,special_event
,90.0,,30.0,,car,Clear,,
2021-01-01 15:00:00,40.0,590.0,42.63166577075077,1.4,auto,Clear,54.0,1.0
2021-01-01 15:00:00,20.337186400803617,1106.0,58.32567498507679,1.3,bike,Clear,94.0,0.0
2021-01-01 15:00:00,90.0,230.0,31.86277554004981,1.0,car,Clear,47.0,0.0
2021-01-01 16:00:00,40.0,609.0,45.48298018255006,1.0,auto,Clear,22.0,0.0
2021-01-01 16:00:00,20.0,1117.0,57.77617968877281,1.0,bike,Clear,35.0,0.0
2021-01-01 16:00:00,90.0,138.0,30.0,1.0,car,Cloudy,71.0,0.0
2021-01-01 17:00:00,20.833569718189437,2292.0,84.43567120747984,1.379597545259111,bike,Clear,38.0,0.0
2021-01-01 17:00:00,90.0,313.0,42.55819319856938,1.379597545259111,car,Cloudy,52.0,0.0
2021-01-01 17:00:00,40.0,629.0,50.61500661808371,1.679597545259111,auto,Clear,83.0,0.0
2021-01-01 18:00:00,90.0,304.0,38.202687230933975,1.246805592132731,car,Clear,37.0,0.0
2021-01-01 18:00:00,40.0,648.0,46.92765011999652,1.246805592132731,auto,Clear,58.0,0.0
2021-01-01 18:00:00,20.0,1500.0,69.1561106946832,1.246805592132731,bike,Clear,54.0,0.0
2021-01-01 19:00:00,90.0,216.0,30.0,1.4467983561008608,car,Stormy,41.0,0.0
,40.0,,33.47183219505771,,auto,Cloudy,,
2021-01-01 19:00:00,20.0,1692.0,63.23037131568984,1.350372979835523,bike,Clear,57.0,0.0
2021-01-01 20:00:00,90.0,172.0,37.88870178588031,1.0,car,Clear,69.0,0.0
2021-01-01 20:00:00,22.187990610439343,1140.0,71.88690308617427,1.0,bike,Cloudy,77.0,0.0
2021-01-01 20:00:00,40.0,210.0,31.833526350681502,1.5,auto,Stormy,86.0,0.0
,21.15633901688296,,62.66156922049955,,bike,Clear,,
2021-01-01 21:00:00,90.0,243.0,38.28927407009799,1.0,,Clear,33.0,0.0
2021-01-01 21:00:00,40.0,564.0,46.95598712444349,1.0,auto,Cloudy,36.0,0.0
2021-01-01 22:00:00,21.770776510445685,699.0,64.87990891903513,1.3,bike,Clear,82.0,0.0
2021-01-01 22:00:00,90.0,152.0,32.12812881772144,1.0,car,Clear,61.0,0.0
2021-01-01 22:00:00,40.0,460.0,50.96723691937856,1.0,auto,Clear,40.0,0.0
,90.0,,30.0,,car,Clear,,
2021-01-01 23:00:00,40.0,476.0,31.477732478851426,1.2,auto,Rainy,35.0,0.0
2021-01-01 23:00:00,21.00800826516974,1115.0,52.017099422628455,1.4,bike,Clear,67.0,1.0
2021-01-02 00:00:00,40.0,225.0,30.0,1.0,auto,Clear,69.0,0.0
2021-01-02 00:00:00,22.17248676851762,516.0,37.21340578447459,1.3,bike,Clear,85.0,0.0
2021-01-02 00:00:00,91.65746707601365,56.0,30.0,1.2,car,Stormy,61.0,0.0
2021-01-02 01:00:00,40.0,235.0,31.723021347701856,1.0,auto,Clear,44.0,0.0
2021-01-02 01:00:00,23.159703257866344,358.0,37.83528492890181,1.3,bike,Cloudy,82.0,0.0
2021-01-02 01:00:00,93.73370862183656,14.0,30.0,1.7000000000000002,,Cloudy,97.0,1.0
2021-01-02 02:00:00,40.0,187.0,30.0,1.0,auto,Clear,61.0,0.0
2021-01-02 02:00:00,94.43257496160514,77.0,30.0,1.0,,Clear,48.0,0.0
2021-01-02 02:00:00,22.59606843727013,363.0,33.974538706184816,1.0,bike,Clear,78.0,0.0
2021-01-02 03:00:00,95.19838040784072,66.0,30.0,1.0,car,Cloudy,68.0,0.0
2021-01-02 03:00:00,40.0,315.0,35.98954017395765,1.0,,Clear,26.0,0.0
2021-01-02 03:00:00,24.194657434059117,500.0,43.214214689487285,1.0,,Clear,70.0,0.0
2021-01-02 04:00:00,96.6862009156829,80.0,30.0,1.2,,Rainy,32.0,0.0
2021-01-02 04:00:00,40.0,207.0,30.0,1.2,,Rainy,23.0,0.0
2021-01-02 04:00:00,23.734324431115457,377.0,36.92943424821656,1.3,bike,Clear,84.0,0.0
2021-01-02 05:00:00,96.4664035676169,175.0,30.0,1.0,car,Cloudy,55.0,0.0
2021-01-02 05:00:00,40.0,386.0,35.14033327627259,1.0,auto,Clear,79.0,0.0
,24.212100685010267,,55.24290197045237,,bike,Clear,,
,40.0,,31.87152416139764,,auto,Clear,,
2021-01-02 06:00:00,24.080074228279248,1000.0,49.21644053393802,1.0,bike,Cloudy,71.0,0.0
2021-01-02 06:00:00,96.89515993864453,182.0,30.0,1.0,car,Clear,59.0,0.0
2021-01-02 07:00:00,26.05644341674295,1038.0,86.23535316221226,1.51742508365046,bike,Clear,98.0,0.0
2021-01-02 07:00:00,96.9815096391535,279.0,54.125487560730384,1.21742508365046,car,Cloudy,41.0,0.0
2021-01-02 07:00:00,40.75490777078758,674.0,62.75540725059543,1.21742508365046,,Clear,65.0,0.0
2021-01-02 08:00:00,24.464752111533876,1737.0,69.11607465511257,1.7598528437324803,bike,Clear,84.0,0.0
,96.11262976757288,,41.57546553902501,,,Clear,,
2021-01-02 08:00:00,41.00884014388889,618.0,41.76663256244838,1.7598528437324803,auto,Cloudy,80.0,0.0
,23.460519762007504,,39.756195724288304,,bike,Rainy,,
2021-01-02 09:00:00,40.28916833129648,410.0,32.655878499579615,1.6803345035229629,auto,Cloudy,89.0,0.0
2021-01-02 09:00:00,94.820993126062,90.0,30.0,1.8803345035229624,,Stormy,85.0,0.0
2021-01-02 10:00:00,40.380701277863054,1029.0,56.490671872214406,1.0,auto,Clear,20.0,0.0
2021-01-02 10:00:00,24.69770307361193,636.0,30.0,1.2,bike,Stormy,49.0,0.0
2021-01-02 10:00:00,94.67271811223526,231.0,31.61676822541504,1.4,car,Cloudy,63.0,1.0
2021-01-02 11:00:00,40.0,643.0,32.68942943419821,1.127431230241091,auto,Cloudy,50.0,0.0
,22.760516189291693,,33.140225339860166,,bike,Rainy,,
2021-01-02 11:00:00,92.23595791572956,164.0,30.0,1.0,car,Clear,75.0,0.0
,23.550238474953865,,59.49475124957425,,bike,Clear,,
2021-01-02 12:00:00,91.57952466773996,260.0,35.06606972157201,1.0,car,Clear,42.0,0.0
2021-01-02 12:00:00,40.28442037447554,280.0,33.55021532196769,1.3,auto,Cloudy,92.0,0.0
2021-01-02 13:00:00,91.15671565157244,292.0,30.0,1.8258092419002188,car,Clear,42.0,1.0
2021-01-02 13:00:00,40.0,740.0,30.0,1.3354475175444391,auto,Clear,50.0,0.0
2021-01-02 13:00:00,24.550812474309957,1348.0,42.686553720862186,1.523007457532821,bike,Clear,59.0,0.0
2021-01-02 14:00:00,90.0,165.0,30.0,1.0,car,Cloudy,77.0,0.0
2021-01-02 14:00:00,40.0,671.0,30.996551202768693,1.129736329503484,auto,Cloudy,56.0,0.0
2021-01-02 14:00:00,21.66876008601861,1324.0,43.29953519294156,1.296784405196335,,Cloudy,78.0,0.0
2021-01-02 15:00:00,40.0,691.0,48.40987997460959,1.0,auto,Clear,33.0,0.0
2021-01-02 15:00:00,22.623285494226245,1098.0,60.30250029534739,1.0483724213305372,bike,Clear,69.0,0.0
,90.0,,30.0,,car,Clear,,
2021-01-02 16:00:00,22.84673357693332,1444.0,67.2782284464801,1.0134319319384055,,Clear,34.0,0.0
,90.0,,38.37415894441372,,car,Cloudy,,
2021-01-02 16:00:00,40.0,429.0,39.7839066882929,1.3,auto,Clear,86.0,0.0
2021-01-02 17:00:00,22.270856685877096,2132.0,74.3527463393776,1.6677870778273558,bike,Clear,40.0,0.0
2021-01-02 17:00:00,90.0,191.0,30.0,1.6124217733388135,car,Rainy,78.0,0.0
,40.0,,48.37513426366695,,auto,Cloudy,,
2021-01-02 18:00:00,22.03299084023161,2156.0,71.74871360094976,1.4878041134250948,bike,Clear,35.0,0.0
2021-01-02 18:00:00,90.0,436.0,42.622806828567256,1.2061753482887407,car,Clear,32.0,0.0
2021-01-02 18:00:00,40.0,1162.0,56.433286712583815,1.248934317711668,auto,Clear,28.0,0.0
2021-01-02 19:00:00,90.0,375.0,42.72785351058573,1.4909729556485982,,Cloudy,22.0,0.0
2021-01-02 19:00:00,40.78093986861395,711.0,45.79177158520094,1.4909729556485982,,Clear,64.0,0.0
2021-01-02 19:00:00,21.95528132976147,1115.0,45.94971262525917,1.6909729556485982,bike,Rainy,66.0,0.0
2021-01-02 20:00:00,40.0,507.0,30.0,1.2,auto,Rainy,42.0,0.0
2021-01-02 20:00:00,21.180207593313288,1007.0,44.87305178428392,1.3,bike,Clear,97.0,0.0
2021-01-02 20:00:00,90.0,99.0,30.0,1.3,car,Clear,87.0,0.0
2021-01-02 21:00:00,40.0,583.0,39.72789217603821,1.0,auto,Clear,41.0,0.0
2021-01-02 21:00:00,22.059427771413844,876.0,47.47571692845103,1.3,bike,Cloudy,87.0,0.0
2021-01-02 21:00:00,90.0,160.0,30.0,1.0,,Clear,67.0,0.0
2021-01-02 22:00:00,40.0,545.0,39.88340084908953,1.0,,Clear,50.0,0.0
,90.0,,30.0,,car,Clear,,
2021-01-02 22:00:00,22.592817348295533,826.0,53.20424295947117,1.7000000000000002,bike,Clear,96.0,1.0
2021-01-02 23:00:00,91.14467768577228,51.0,30.0,1.7000000000000002,car,Cloudy,94.0,1.0
,40.0,,45.98420842604245,,auto,Clear,,
2021-01-02 23:00:00,24.181385787243148,881.0,70.77376163510695,1.0,bike,Clear,24.0,0.0
2021-01-03 00:00:00,92.21242635004111,24.0,30.0,1.5,car,Stormy,91.0,0.0
2021-01-03 00:00:00,41.068356105768565,194.0,30.0,1.3,auto,Clear,82.0,0.0
2021-01-03 00:00:00,24.02750260253597,604.0,43.85902587261867,1.0,bike,Clear,52.0,0.0
2021-01-03 01:00:00,40.0,170.0,30.0,1.4,,Clear,78.0,1.0
,22.73143876841296,,30.0,,bike,Clear,,
2021-01-03 01:00:00,92.8939459454932,105.0,30.0,1.4,car,Cloudy,23.0,1.0
,24.760289322322663,,30.0,,bike,Stormy,,
2021-01-03 02:00:00,95.20388429735466,93.0,30.0,1.0,,Clear,36.0,0.0
2021-01-03 02:00:00,40.0,124.0,30.0,1.2,auto,Stormy,51.0,0.0
2021-01-03 03:00:00,24.507336568949185,322.0,36.116339442750025,1.4,bike,Cloudy,58.0,1.0
,95.33042422736254,,30.0,,,Clear,,
2021-01-03 03:00:00,40.0,138.0,30.0,1.3,auto,Clear,81.0,0.0
2021-01-03 04:00:00,96.7749876845228,113.0,30.0,1.0,car,Cloudy,40.0,0.0
2021-01-03 04:00:00,40.0,367.0,30.0,1.0,auto,Cloudy,31.0,0.0
2021-01-03 04:00:00,24.511759264930763,479.0,30.0,1.6,bike,Rainy,29.0,1.0
2021-01-03 05:00:00,40.0,583.0,53.55457793961102,1.0,auto,Clear,25.0,0.0
2021-01-03 05:00:00,25.68119630722253,538.0,43.88161827221914,1.2,bike,Rainy,58.0,0.0
2021-01-03 05:00:00,96.68993877557774,64.0,30.0,1.3,car,Clear,91.0,0.0
2021-01-03 06:00:00,41.00299516389825,508.0,47.85157655020294,1.0,auto,Cloudy,51.0,0.0
,28.31117218049796,,68.66504591734038,,,Clear,,
2021-01-03 06:00:00,98.29605360050174,78.0,30.0,1.3,car,Cloudy,88.0,0.0
2021-01-03 07:00:00,44.29241940539106,434.0,43.40256710108657,1.6497327922401264,auto,Stormy,27.0,0.0
2021-01-03 07:00:00,25.93012953916315,677.0,52.59733103889478,1.9497327922401264,bike,Rainy,97.0,0.0
2021-01-03 07:00:00,97.19138722219232,174.0,36.00049781098768,1.4497327922401264,car,Clear,73.0,0.0
2021-01-03 08:00:00,24.35316250555865,1541.0,64.73996657896723,1.301004189409443,,Clear,27.0,0.0
2021-01-03 08:00:00,95.48203641335412,188.0,30.0,1.2637017332034828,car,Clear,71.0,0.0
2021-01-03 08:00:00,41.534043681685006,721.0,43.69737738736928,1.2637017332034828,auto,Clear,54.0,0.0
2021-01-03 09:00:00,95.06486817244368,339.0,42.45350431359616,1.65454749016213,car,Clear,27.0,1.0
,40.71310067111582,,30.0,,auto,Rainy,,
2021-01-03 09:00:00,24.524853779265385,1637.0,70.59851469496832,1.25454749016213,bike,Clear,23.0,0.0
2021-01-03 10:00:00,93.819884465034,270.0,30.62458977954875,1.0,car,Cloudy,57.0,0.0
2021-01-03 10:00:00,40.99962610658124,365.0,30.0,1.2,,Stormy,77.0,0.0
2021-01-03 10:00:00,24.699744963696357,1917.0,64.39781798144891,1.073803820685474,bike,Clear,24.0,0.0
,93.28791798898122,,36.35521655341243,,car,Clear,,
2021-01-03 11:00:00,24.826439950974997,1464.0,67.83201130617567,1.0,bike,Clear,55.0,0.0
2021-01-03 11:00:00,41.36632837337246,815.0,52.48400153646863,1.0,,Clear,41.0,0.0
,23.237466857042,,57.220246062907584,,bike,Clear,,
2021-01-03 12:00:00,92.2059844138802,135.0,30.0,1.3,car,Clear,80.0,0.0
2021-01-03 12:00:00,40.975854125571175,434.0,34.184953119261955,1.0,auto,Clear,78.0,0.0
2021-01-03 13:00:00,23.071993324797585,1254.0,56.484072742433625,1.507088303792475,bike,Clear,79.0,1.0
2021-01-03 13:00:00,90.94402129395606,195.0,30.0,1.0,car,Clear,69.0,0.0
2021-01-03 13:00:00,40.164928855019134,577.0,36.787335654648025,1.0,,Cloudy,65.0,0.0
2021-01-03 14:00:00,90.0,129.0,30.0,1.3,car,Clear,86.0,0.0
2021-01-03 14:00:00,40.0,687.0,31.28813671019506,1.3353598491688303,auto,Rainy,28.0,0.0
2021-01-03 14:00:00,21.948018261090255,999.0,33.40010694211096,1.4830864316403225,bike,Rainy,74.0,0.0
2021-01-03 15:00:00,40.0,861.0,32.51207356822202,1.0706731565615253,auto,Clear,62.0,0.0
2021-01-03 15:00:00,21.547563124348184,2117.0,48.995623679510985,1.3168484813901635,bike,Clear,62.0,0.0
2021-01-03 15:00:00,90.0,186.0,30.0,1.2,,Stormy,64.0,0.0
2021-01-03 16:00:00,40.0,692.0,55.91721195021158,1.0,auto,Clear,22.0,0.0
,22.881728808656163,,67.50022310548587,,bike,Clear,,
2021-01-03 16:00:00,90.0,261.0,40.07155301958561,1.0,car,Clear,39.0,0.0
2021-01-03 17:00:00,23.14636971168184,2125.0,83.11784831618827,1.25502135295603,bike,Clear,79.0,0.0
2021-01-03 17:00:00,90.0,463.0,54.64332427761765,1.6550213529560305,car,Clear,34.0,1.0
2021-01-03 17:00:00,42.02032899959935,696.0,53.07085806212134,1.5550213529560302,auto,Clear,83.0,0.0
2021-01-03 18:00:00,90.0,257.0,30.5495948542992,1.2912726728878612,car,Clear,71.0,0.0
2021-01-03 18:00:00,45.25823462193411,416.0,40.46208771414126,1.5912726728878612,auto,Clear,92.0,0.0
2021-01-03 18:00:00,21.90258450057688,1985.0,70.18330866434259,1.5431941618997091,bike,Clear,62.0,0.0
2021-01-03 19:00:00,90.0,259.0,40.71836152666286,1.3574269294896713,car,Clear,62.0,0.0
2021-01-03 19:00:00,43.37896271502628,372.0,39.69490389998832,1.8574269294896717,auto,Rainy,86.0,0.0
2021-01-03 19:00:00,22.78807901198818,1115.0,54.48715557316432,1.5574269294896712,bike,Rainy,73.0,0.0
2021-01-03 20:00:00,90.0,217.0,34.06783530315266,1.0,car,Clear,49.0,0.0
2021-01-03 20:00:00,43.43982742402752,313.0,37.33008019497952,1.3,auto,Clear,87.0,0.0
2021-01-03 20:00:00,22.38607572054875,1172.0,62.94198801415728,1.0,bike,Clear,50.0,0.0
2021-01-03 21:00:00,41.02203462823439,592.0,43.3745299876985,1.0,auto,Clear,25.0,0.0
2021-01-03 21:00:00,21.76593656423517,315.0,30.0,1.5,bike,Stormy,94.0,0.0
2021-01-03 21:00:00,90.0,233.0,30.96319854475757,1.0,car,Clear,35.0,0.0
,22.812711359745787,,56.0761671645209,,bike,Cloudy,,
2021-01-03 22:00:00,90.0,212.0,30.99744483280744,1.2,car,Rainy,45.0,0.0
2021-01-03 22:00:00,41.54422555897027,239.0,33.7217581048001,1.3,auto,Cloudy,95.0,0.0
2021-01-03 23:00:00,24.0784129212537,853.0,69.23493851747254,1.7000000000000002,bike,Clear,99.0,1.0
2021-01-03 23:00:00,90.0,103.0,30.0,1.7000000000000002,car,Clear,87.0,1.0
2021-01-03 23:00:00,41.77969679242174,299.0,42.87635199005842,1.3,auto,Clear,92.0,0.0
2021-01-04 00:00:00,23.17361121396668,460.0,44.26428969541714,1.3,bike,Clear,92.0,0.0
2021-01-04 00:00:00,44.990586977667895,247.0,33.90036479369904,1.0,auto,Clear,47.0,0.0
2021-01-04 00:00:00,92.0186031327194,108.0,30.0,1.0,car,Cloudy,32.0,0.0
2021-01-04 01:00:00,45.66284674953846,187.0,40.03209422656772,1.0,,Clear,61.0,0.0
,24.797652595712652,,39.05546024200433,,bike,Rainy,,
2021-01-04 01:00:00,91.82678857656452,89.0,33.15932803424771,1.2,car,Rainy,30.0,0.0
2021-01-04 02:00:00,40.83792188489906,225.0,30.0,1.0,auto,Clear,41.0,0.0
2021-01-04 02:00:00,21.771509483939024,403.0,30.0,1.0,bike,Cloudy,42.0,0.0
2021-01-04 02:00:00,92.69323425053852,50.0,30.0,1.2,car,Rainy,70.0,0.0
,27.975854691934583,,46.79656542707592,,bike,Cloudy,,
2021-01-04 03:00:00,93.28145754954696,48.0,30.0,1.4,,Clear,73.0,1.0
2021-01-04 03:00:00,41.35826055004782,119.0,32.281242650703554,1.3,auto,Clear,81.0,0.0
2021-01-04 04:00:00,94.30500624939364,67.0,30.0,1.2,car,Stormy,43.0,0.0
,41.29431662297058,,34.76921285377644,,auto,Clear,,
2021-01-04 04:00:00,24.39475590040819,493.0,44.63649029082583,1.0,bike,Cloudy,22.0,0.0
2021-01-04 05:00:00,94.25197912152194,231.0,34.38212004016274,1.0,car,Cloudy,41.0,0.0
,40.0,,46.29206031421716,,,Clear,,
,24.19573989949612,,62.45325149365812,,bike,Clear,,
2021-01-04 06:00:00,94.85815790692936,212.0,39.30839319485408,1.0,car,Clear,38.0,0.0
2021-01-04 06:00:00,24.494211394952327,761.0,64.60594067423844,1.7000000000000002,,Clear,89.0,1.0
2021-01-04 06:00:00,40.0,155.0,30.21513345161609,1.5,auto,Rainy,95.0,0.0
2021-01-04 07:00:00,22.729377430926167,1288.0,57.80335527682251,1.505808875551462,bike,Clear,39.0,0.0
2021-01-04 07:00:00,94.33495500988398,199.0,30.0,1.5295835055926348,car,Rainy,51.0,0.0
2021-01-04 07:00:00,40.0,554.0,32.81847633369638,1.5295835055926348,auto,Rainy,37.0,0.0
,23.948765387488884,,49.90538461051179,,bike,Rainy,,
2021-01-04 08:00:00,93.95328979334,226.0,38.77802164586209,1.2873687420594129,car,Clear,54.0,0.0
2021-01-04 08:00:00,40.0,776.0,62.427543611354864,1.2873687420594129,auto,Clear,25.0,0.0
2021-01-04 09:00:00,24.114886299832506,866.0,77.2426191728047,1.383555868416714,bike,Cloudy,49.0,0.0
2021-01-04 09:00:00,92.73342545463063,165.0,38.05692770801945,1.383555868416714,car,Clear,68.0,0.0
2021-01-04 09:00:00,40.0,564.0,61.94370489681046,1.383555868416714,auto,Clear,47.0,0.0
,92.33531005883604,,36.06761846231182,,car,Cloudy,,
2021-01-04 10:00:00,41.23452050234781,247.0,39.72257316566694,1.5,auto,Rainy,84.0,0.0
2021-01-04 10:00:00,24.650481413350903,910.0,80.455214484597,1.0,bike,Clear,51.0,0.0
,40.53652139007349,,46.70433774030852,,auto,Clear,,
2021-01-04 11:00:00,22.626723493538183,787.0,59.048558311527074,1.3,bike,Clear,89.0,0.0
,90.553987756111,,30.0,,car,Cloudy,,
2021-01-04 12:00:00,40.0,89.0,30.0,1.5,auto,Rainy,99.0,0.0
2021-01-04 12:00:00,21.953533402466256,1118.0,58.81931077251471,1.0,bike,Clear,50.0,0.0
2021-01-04 12:00:00,90.0,123.0,30.0,1.2,car,Rainy,73.0,0.0
2021-01-04 13:00:00,40.0,340.0,32.02176697816366,1.2,auto,Rainy,68.0,0.0
2021-01-04 13:00:00,90.0,102.0,30.0,1.2,car,Rainy,79.0,0.0
2021-01-04 13:00:00,21.749795002420843,1076.0,62.708044529409214,1.0,bike,Clear,35.0,0.0
2021-01-04 14:00:00,90.0,175.0,40.34304244272814,1.4,car,Clear,53.0,1.0
2021-01-04 14:00:00,40.06876739822391,530.0,62.79185122873484,1.0,auto,Clear,23.0,0.0
2021-01-04 14:00:00,22.462842103994568,742.0,69.32625790768184,1.0,bike,Cloudy,48.0,0.0
2021-01-04 15:00:00,90.0,80.0,30.0,1.3,car,Clear,93.0,0.0
2021-01-04 15:00:00,40.92410356653774,794.0,52.40205918798218,1.0,auto,Clear,43.0,0.0
,21.63489681766168,,64.66010529030547,,bike,Cloudy,,
2021-01-04 16:00:00,40.72433143082575,785.0,47.91930061500074,1.4,,Clear,31.0,1.0
,20.638570567432648,,41.40177040813548,,,Rainy,,
2021-01-04 16:00:00,90.0,272.0,33.73511164625167,1.0,,Cloudy,37.0,0.0
2021-01-04 17:00:00,21.258970283895813,1388.0,85.92172636508434,1.241848158195613,,Clear,47.0,0.0
,90.0,,43.532759651863046,,,Clear,,
2021-01-04 17:00:00,41.237737423395295,282.0,48.77134653915281,1.5418481581956127,auto,Clear,94.0,0.0
,20.82925355227013,,76.8187673941432,,bike,Clear,,
,90.0,,31.805763907931773,,car,Clear,,
2021-01-04 18:00:00,40.52294620895343,294.0,36.992188907404426,1.7876433945605654,auto,Rainy,92.0,0.0
2021-01-04 19:00:00,90.0,216.0,41.54176913410892,1.3099085529881074,car,Clear,70.0,0.0
2021-01-04 19:00:00,42.64241239264547,680.0,58.87111288002185,1.5099085529881071,auto,Rainy,30.0,0.0
2021-01-04 19:00:00,21.523611257088167,1671.0,85.59854699670504,1.3099085529881074,bike,Cloudy,27.0,0.0
2021-01-04 20:00:00,40.082310393069406,145.0,31.999599312980788,1.3,auto,Clear,99.0,0.0
2021-01-04 20:00:00,20.277680586139777,1335.0,53.074058167276775,1.7000000000000002,bike,Cloudy,84.0,1.0
2021-01-04 20:00:00,90.0,108.0,30.0,1.3,car,Clear,87.0,0.0
2021-01-04 21:00:00,40.27225591464096,593.0,50.14346662407573,1.4,auto,Clear,29.0,1.0
2021-01-04 21:00:00,20.768861941514967,1077.0,63.453932985855225,1.0,,Clear,49.0,0.0
2021-01-04 21:00:00,90.0,211.0,34.10806632983629,1.0,car,Clear,45.0,0.0
2021-01-04 22:00:00,20.0,1381.0,56.11157440686297,1.0,bike,Cloudy,77.0,0.0
2021-01-04 22:00:00,90.0,117.0,30.0,1.3,,Clear,85.0,0.0
2021-01-04 22:00:00,40.31444585856396,763.0,48.45218555693816,1.0,auto,Clear,34.0,0.0
,90.0,,30.0,,car,Clear,,
2021-01-04 23:00:00,40.0,376.0,30.84809835270159,1.3,auto,Clear,80.0,0.0
2021-01-04 23:00:00,20.41009003015872,1218.0,54.20218865778656,1.032854006151187,bike,Clear,21.0,0.0
2021-01-05 00:00:00,90.0,39.0,30.0,1.3,car,Clear,83.0,0.0
2021-01-05 00:00:00,40.0,195.0,35.50508146642255,1.0,auto,Cloudy,38.0,0.0
2021-01-05 00:00:00,22.155301241441865,359.0,48.87670973605558,1.0,bike,Clear,43.0,0.0
2021-01-05 01:00:00,90.0,113.0,30.0,1.0,car,Clear,31.0,0.0
2021-01-05 01:00:00,22.466493421764035,522.0,47.3711245957016,1.0,bike,Clear,68.0,0.0
2021-01-05 01:00:00,40.0,237.0,31.41547093368981,1.2,,Rainy,26.0,0.0
2021-01-05 02:00:00,23.698873487805333,494.0,44.72064430720547,1.3,,Clear,88.0,0.0
